时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-5-24 12:57:55:138	WTGSB-A6(C3:11:EA:D7:53:77)	-0.279	-0.780	-0.137	2.625	2.991	7.813	-83.02	12.28	-48.13	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:138	WTGSB-A6(C3:11:EA:D7:53:77)	-0.105	-0.795	-0.171	1.099	0.793	6.348	-83.03	12.31	-48.09	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:139	WTGSB-A6(C3:11:EA:D7:53:77)	-0.303	-0.826	-0.282	-1.404	-1.953	5.371	-83.05	12.34	-48.03	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:139	WTGSB-A6(C3:11:EA:D7:53:77)	-0.271	-0.920	-0.156	-0.244	-2.563	6.592	-83.06	12.37	-47.98	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:139	WTGSB-A6(C3:11:EA:D7:53:77)	-0.121	-0.863	-0.164	-0.854	-4.639	4.944	-83.08	12.39	-47.91	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:139	WTGSB-A6(C3:11:EA:D7:53:77)	-0.274	-0.893	-0.164	-2.075	-5.859	2.930	-83.11	12.40	-47.84	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:139	WTGSB-A6(C3:11:EA:D7:53:77)	-0.086	-0.900	-0.087	-2.441	-7.446	2.014	-83.14	12.40	-47.77	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:139	WTGSB-A6(C3:11:EA:D7:53:77)	-0.127	-0.834	-0.100	-2.136	-7.507	0.000	-83.17	12.40	-47.69	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:140	WTGSB-A6(C3:11:EA:D7:53:77)	-0.064	-0.738	-0.029	-1.770	-9.033	-1.221	-83.19	12.38	-47.61	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:141	WTGSB-A6(C3:11:EA:D7:53:77)	-0.142	-0.975	0.007	-2.197	-9.216	-1.465	-83.22	12.37	-47.53	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:141	WTGSB-A6(C3:11:EA:D7:53:77)	-0.076	-0.836	0.183	-1.038	-8.667	-2.563	-83.23	12.35	-47.45	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:141	WTGSB-A6(C3:11:EA:D7:53:77)	-0.045	-0.809	0.110	-2.563	-9.155	-5.005	-83.26	12.32	-47.37	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:141	WTGSB-A6(C3:11:EA:D7:53:77)	0.025	-0.983	0.049	-4.883	-8.240	-7.019	-83.29	12.27	-47.30	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:141	WTGSB-A6(C3:11:EA:D7:53:77)	-0.069	-0.955	0.003	-5.005	-7.263	-8.484	-83.33	12.22	-47.23	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:141	WTGSB-A6(C3:11:EA:D7:53:77)	-0.005	-0.750	-0.037	-7.385	-7.019	-8.667	-83.39	12.17	-47.16	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:141	WTGSB-A6(C3:11:EA:D7:53:77)	-0.039	-0.822	-0.042	-5.859	-6.104	-10.986	-83.43	12.10	-47.10	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
2025-5-24 12:57:55:167	WTGSB-A6(C3:11:EA:D7:53:77)	-0.094	-0.740	0.094	-3.357	-6.531	-13.000	-83.46	12.02	-47.04	-64.876	13.622	95.746	0.66824	-0.63666	0.28870	-0.25430	4.7	13111	50
